glyph,unicode,广韵信息,反切,polyhedron中古全拼,mandarin_pinyin,cantonese_jyutping
闾,U+95FE,來開三平魚,力居,lio,lǘ,leoi4；leoi5
阅,U+9605,以合三入仙A,弋雪,jyet,yuè,jyut6
𫔴,U+2B534,來開三去眞A,良刃,linh,lìn,leon6
阊,U+960A,昌開三平陽,尺良,chjang,chāng,coeng1
𰿳,U+30FF3,生開二去皆,所拜,sraih,shā,saat3
阉,U+9609,"影開三上鹽B
影開三平鹽B","衣儉
央炎","qiemx
qiem",yān,jim1
阎,U+960E,以開三平鹽A,余廉,jem,yán,jim4
阏,U+960F,"影開一入寒
影開三入元
影開三平仙B
影開四平先","烏葛
於歇
於乾
烏前","qat
qiat
qien
qen",yān；è,aat1；aat3；jin1；ngaat1；ngaat3
阍,U+960D,曉合一平魂,呼昆,huon,hūn,fan1
阈,U+9608,曉合三入蒸,況逼,hyk,yù,wik6
阒,U+9612,溪合四入青,苦鶪,khuek,qù,gwik1
𬮲,U+2CBB2,影開三上宵A,於小,qjeux,yǎo,jiu2
𬮴,U+2CBB4,影開一去覃,烏紺,qomh,àn,am3
闱,U+95F1,云合三平微,雨非,yoi,wéi,wai4
𬮱,U+2CBB1,影開三平眞A,於眞,qjin,yīn,jan1
阔,U+9614,溪合一入桓,苦栝,khuat,kuò,fut3
阕,U+9615,溪合四入先,苦穴,khuet,què,kyut3
阑,U+9611,來開一平寒,落干,lan,lán,laan4
阇,U+9607,"常開三平麻
端開一平模","視遮
當孤","zja
to",dū；shé,dou1；se4；se6；ze1
阗,U+9617,"定開四去先
定開四平先","堂練
徒年","denh
den",tián,tin4
𫔶,U+2B536,"疑開三入仙B
疑開四入先","魚列
五結","ngiet
nget",niè,jit6
阘,U+9618,定開一入談,徒盍,dap,dá；tà,daap6；taap3
闿,U+95FF,"溪開一上咍
溪開一去咍
溪開一去泰","苦亥
苦蓋
苦蓋","khaix
khaih
khad",kǎi,hoi2
阖,U+9616,匣開一入談,胡臘,ghap,hé,hap6
阙,U+9619,溪合三入元,去月,khyat,què；quē,gwat6；kyut3
闯,U+95EF,徹開三去侵B,丑禁,thrimh,chuǎng,cong2
𬮭,U+2CBAD,溪合三平支A,去隨,khjye,kuī,kwai1
𰿺,U+30FFA,"定開一平唐
透開一平唐","徒郎
吐郎","dang
thang",táng,
关,U+5173,見合二平刪,古還,kruan,guān,gwaan1
阚,U+961A,"曉開二上咸
曉開二去銜
溪開一去談","火斬
許鑑
苦濫","hremx
hramh
khamh",hǎn；kàn,haam2；haam3；ham3
𰿻,U+30FFB,曉開三入侵B,許及,hip,xì,kap1
阓,U+9613,匣合一去灰,胡對,ghuaih,huì,fui2；gwai6；kui2；kwui2
阐,U+9610,昌開三上仙A,昌善,chjenx,chǎn,cin2；sin6；zin2
阛,U+961B,匣合二平刪,戸關,ghruan,huán,waan4
闼,U+95FC,透開一入寒,他達,that,tà,taat3
陉,U+9649,匣開四平青,戸經,gheng,xíng,ging3；jing4
陕,U+9655,書開三上鹽A,失冉,sjemx,shǎn,sim2
阵,U+9635,澄開三去眞B,直刃,drinh,zhèn,zan2；zan6
阴,U+9634,影開三平侵B,於金,qim,yīn,am1；jam1；jam3；ngam1
陈,U+9648,"澄開三去眞B
澄開三平眞B","直刃
直珍","drinh
drin",chén,can2；can4；zan6
陆,U+9646,來開三入東,力竹,liuk,liù；lù,luk6
阳,U+9633,以開三平陽,與章,jang,yáng,joeng2；joeng4
𬯅,U+2CBC5,匣開二入咸,侯夾,ghrep,xiá,haap6
陧,U+9667,疑開四入先,五結,nget,niè,lip6；lit6；nip6；nit6
队,U+961F,定合一去灰,徒對,duaih,duì,deoi2；deoi6；zeoi6
阶,U+9636,見開二平皆,古諧,krai,jiē,gaai1
𬮿,U+2CBBF,疑開一平咍,五來,ngai,gài,kei4
陨,U+9668,云合三上眞B,于敏,ynx,yǔn,jyun4；wan5
𬮻,U+2CBBB,影開一上模,安古,qox,wù,wu2
际,U+9645,精開三去祭A,子例,cied,jì,zai3
𬯎,U+2CBCE,定合一平灰,杜回,duai,tuí,teoi4
随,U+968F,邪合三平支A,旬爲,zsye,suí,ceoi4
险,U+9669,曉開三上鹽B,虚檢,hiemx,xiǎn,him2
𬯀,U+2CBC0,"精開四去齊
精開四平齊","子計
祖稽","ceh
ce",jī,zai1
隐,U+9690,"影開三上欣
影開三去欣","於謹
於靳","qionx
qionh",yǐn,jan2
陇,U+9647,來開三上鍾,力踵,lyungx,lǒng,lung5
虽,U+867D,心合三平脂A,息遺,syi,suī,seoi1
双,U+53CC,生開二平江,所江,srung,shuāng,soeng1；sung1
雏,U+96CF,崇合三平虞,仕于,zryo,chú,co1；co4
杂,U+6742,從開一入覃,徂合,zop,duǒ；zá,zaap2；zaap6
鸡,U+9E21,見開四平齊,古奚,ke,jī,gai1
难,U+96BE,"泥開一去寒
泥開一平寒","奴案
那干","nanh
nan",nan；nàn；nán,laan4；laan6；lo4；naan4；naan6；no4
电,U+7535,定開四去先,堂練,denh,diàn,din6
霡,U+9721,明開二入耕,莫獲,mrek,mài,mak6
𫕥,U+2B565,云合三上眞B,于敏,ynx,yǔn,wan5
雾,U+96FE,明合三去虞,亡遇,myoh,wù,mou6
𪵣,U+2AD63,"曉開三上微
曉開三去微","虚豈
許旣","hioix
hioih",xì,hei3
霁,U+9701,精開四去齊,子計,ceh,jì,zai3
雳,U+96F3,來開四入青,郎擊,lek,lì,lik1；lik6
霭,U+972D,"影開一入寒
影開一去泰","烏葛
於蓋","qat
qad",ǎi,ngoi2；oi2
𰷦,U+30DE6,滂合三去微,芳未,phyoih,fèi,fai3
叇,U+53C7,定開一去咍,徒耐,daih,dài,doi6
叆,U+53C6,"影開一去咍
影開三上微","烏代
於豈","qaih
qioix",ài,ngoi2；oi2
靓,U+9753,從開三去清,疾政,ziengh,jìng；liàng,leng1；leng3；zing6
静,U+9759,從開三上清,疾郢,ziengx,jing；jìng,zing6
䩄,U+4A44,透開四上先,他典,thenx,miǎn；tiǎn,min5；tin2
𫖃,U+2B583,曉合一去灰,荒内,huaih,huì,fui3
靥,U+9765,影開三入鹽A,於葉,qjep,yè,jim2；jip3
𱁺,U+3107A,來開一平侯,落侯,lu,lóu,lau4
𱁹,U+31079,"群合三去脂B
見合一平灰","求位
公回","gyih
kuai",guì,gwai6
鞒,U+9792,溪開三平宵B,起嚻,khieu,qiáo,kiu4
𫖇,U+2B587,曉合三平戈,許𦚢,hya,xuē,hoe1
𱁷,U+31077,定開一入東,徒谷,duk,dú,duk6
鞯,U+97AF,精開四平先,則前,cen,jiān,zin1
韦,U+97E6,云合三平微,雨非,yoi,wéi,wai4；wai5
韧,U+97E7,日開三去眞A,而振,njinh,rèn,an1；an6；jan6；ngan1；ngan6
韨,U+97E8,"並開三去脂B
幫合三入文","平祕
分勿","biih
pyot",fú,fat1
𱂇,U+31087,"溪合三去元
群合三去仙B
見合三上仙B","去願
渠卷
居轉","khyanh
gyenh
kyenx",quàn,hyun3
𱂆,U+31086,"見開一入覃
見開二入咸","古沓
古洽","kop
krep",gé,gaap3
𱂉,U+31089,心開三去宵A,私妙,sieuh,qiào,ciu3
韩,U+97E9,匣開一平寒,胡安,ghan,hán,hon4
𮧴,U+2E9F4,徹開三去陽,丑亮,thriangh,chàng,coeng3
𱂈,U+31088,"云合三去文
曉合三去元","王問
虚願","yonh
hyanh",yùn,wan6
𱂊,U+3108A,"心開四入添
書開三入鹽A","蘇協
書涉","sep
sjep",shè,sip3
韪,U+97EA,云合三上微,于鬼,yoix,wěi,wai5
韬,U+97EC,"透開一去豪
透開一平豪","叨号
土刀","thauh
thau",tāo,tou1
𫖕,U+2B595,"並開二去皆
溪開一平侯
見開一平侯","蒲拜
恪侯
古侯","braih
khu
ku",gōu,gau1
韫,U+97EB,"影合一平魂
影合三上文","烏渾
於粉","quon
qyonx",yùn,wan3
𫖒,U+2B592,幫開三入眞A,卑吉,pjit,bì,bat1
𮧵,U+2E9F5,云合三上微,于鬼,yoix,wěi,wai5
𬰶,U+2CC36,清合三去祭A,此芮,chyed,suì,ceoi3
𱂋,U+3108B,"定開一入東
常開三入鍾
章開三入鍾","徒谷
市玉
之欲","duk
zjyuk
cjyuk",dú,duk6
韵,U+97F5,云合三去文,王問,yonh,yùn,wan5；wan6
响,U+54CD,曉開三上陽,許兩,hiangx,xiǎng,hoeng2
页,U+9875,匣開四入先,胡結,ghet,yè,jip6
顶,U+9876,端開四上青,都挺,tengx,dǐng,deng2；ding2
顷,U+9877,"溪合三上清
溪合三平清","去潁
去營","khjyengx
khjyeng",qǐng,king1；king2
𬱓,U+2CC53,"群合三平脂B
群開三平尤","渠追
巨鳩","gyi
giu",qiú,kwai4
项,U+9879,匣開二上江,胡講,ghrungx,xiàng,hong2；hong6
顺,U+987A,船合三去諄,食閏,zsjynh,shùn,seon2；seon6
顸,U+9878,"曉開一平寒
疑開一入寒
疑開一去寒","許干
五割
五旰","han
ngat
nganh",hān,hon1
须,U+987B,心合三平虞,相俞,syo,xū,seoi1；sou1
顼,U+987C,"曉開三入鍾
疑開三入鍾","許玉
魚欲","hyuk
ngyuk",xū,juk1
颂,U+9882,"以開三平鍾
邪開三去鍾","餘封
似用","jyung
zsyungh",sòng,zung6
𫠆,U+2B806,"溪合三上支B
溪開三上支B","丘弭
丘弭","khjyex
khjex",kuǐ,kwai2
颀,U+9880,群開三平微,渠希,gioi,qí,kei4
颃,U+9883,"匣開一平唐
溪開一去唐","胡郎
苦浪","ghang
khangh",háng,hong4
预,U+9884,以開三去魚,羊洳,joh,yù,jyu6
顽,U+987D,疑合二平刪,五還,ngruan,wán,waan4
颁,U+9881,"並合三平文
幫開二平刪","符分
布還","byon
pran",bān,baan1；paan1
顿,U+987F,端合一去魂,都困,tuonh,dùn；dú,deon2；deon6；duk6
𬱖,U+2CC56,"定開四入青
溪合三上清","徒歷
去潁","dek
khjyengx",dí,dik6
𬱗,U+2CC57,端開一平談,都甘,tam,dān,daam1
𬱙,U+2CC59,滂合一去桓,普半,phuanh,pàn,pun3
颇,U+9887,"滂合一上戈
滂合一去戈
滂合一平戈","普火
普過
滂禾","phuax
phuah
phua",pō,po1；po2
领,U+9886,來開三上清,良郢,liengx,lǐng,leng2；leng5；ling5
𬱜,U+2CC5C,來合一上灰,落猥,luaix,lèi,leoi5
颌,U+988C,"匣開一上覃
見開一入覃","胡感
古沓","ghomx
kop",gé；hé,gap3；hap6
𱂨,U+310A8,影開一入寒,烏葛,qat,è,aat3
𱂥,U+310A5,疑開二入庚,五陌,ngrak,é,ngaak6
𬱟,U+2CC5F,"疑合一上灰
疑合三上支B","五罪
魚毁","nguaix
ngyex",wěi,ngai5
颉,U+9889,"匣開四入先
見開二入山","胡結
古黠","ghet
kret",jié；xié,git3；kit3
𬱠,U+2CC60,"匣合二入刪
見合一入桓","下刮
古活","ghruat
kuat",guā,kut3
颐,U+9890,以開三平之,與之,ji,yí,ji4
颏,U+988F,"匣開一平咍
見開一上咍","戸來
古亥","ghai
kaix",ké；kē,hoi4；hoi5
𱂦,U+310A6,"滂開四上青
滂開四平青","匹迥
普丁","phengx
pheng",pīng,ping1
𱂧,U+310A7,來合一去泰,郎外,luad,lèi,loi6
𫖯,U+2B5AF,"幫合三上虞
透開四去蕭","方矩
他弔","pyox
theuh",fǔ,tiu3
头,U+5934,定開一平侯,度侯,du,tou；tóu,tau2；tau4
颒,U+9892,曉合一去灰,荒内,huaih,huì,fui3
𱂬,U+310AC,"群合三平脂B
見合三上脂B","渠追
居洧","gyi
kyix",kuí,kwai4
颊,U+988A,見開四入添,古協,kep,jiá,gaap3；haap3
颋,U+988B,透開四上青,他鼎,thengx,tǐng,ting5
𫖳,U+2B5B3,"影合三平眞B
見合三平眞B","於倫
居筠","qyn
kyn",yūn,wan1
颔,U+9894,"匣開一上覃
匣開一平覃","胡感
胡男","ghomx
ghom",hàn,ham5
颈,U+9888,"群開三平清
見開三上清
見開四平青","巨成
居郢
古靈","gjeng
kjengx
keng",gěng；jǐng,geng2
频,U+9891,並開三平眞A,符眞,bjin,pín,ban1；pan4
颓,U+9893,定合一平灰,杜回,duai,tuí,teoi4
𱂭,U+310AD,澄合三平脂B,直追,dryi,chuí,ceoi4
𬱫,U+2CC6B,端開四去青,丁定,tengh,dìng,ding3
𱂰,U+310B0,"匣開一上覃
匣開一平覃","胡感
胡男","ghomx
ghom",hàn,ham5
𫖶,U+2B5B6,溪開二平山,苦閑,khren,qiān,haan1
颗,U+9897,溪合一上戈,苦果,khuax,kē,fo2
𱂯,U+310AF,從合三去脂A,秦醉,zyih,cuì,seoi6
𰽳,U+30F73,"溪開三上侵B
溪開三平侵B
疑開一上覃","欽錦
去金
五感","khimx
khim
ngomx",qīn,ham6
𱂲,U+310B2,心開一平咍,蘇來,sai,sāi,soi1
题,U+9898,"定開四去齊
定開四平齊","特計
杜奚","deh
de",tí,tai2；tai4
额,U+989D,疑開二入庚,五陌,ngrak,é,aak2；aak6；ngaak2；ngaak6
颚,U+989A,疑開一入唐,五各,ngak,è,ngok2；ngok6；ok2；ok6
颜,U+989C,疑開二平刪,五姦,ngran,yán,aan4；ngaan4
𬱢,U+2CC62,"匣合一平魂
疑合一去魂
疑合一平魂","戸昆
五困
牛昆","ghuon
nguonh
nguon",wèn,wan6
𱂱,U+310B1,"溪開一上覃
疑開二去咸","苦感
玉陷","khomx
ngremh",kǎn,ham2
颙,U+9899,疑開三平鍾,魚容,ngyung,yóng,jung4
颛,U+989B,章合三平仙A,職緣,cjyen,zhuān,zyun1
𱂶,U+310B6,心開三去眞A,息晉,sinh,xìn,seon3
𫖮,U+2B5AE,疑開三上微,魚豈,ngioix,yǐ,ngai5
颡,U+98A1,心開一上唐,蘇朗,sangx,sǎng,song2
𱂵,U+310B5,"溪合一上灰
溪合一入魂
溪合一平灰","口猥
苦骨
苦回","khuaix
khuot
khuai",kuī,fui1
类,U+7C7B,來合三去脂A,力遂,lyih,lèi,leoi2；leoi6
𱂺,U+310BA,"並開三上宵A
滂開三上宵A","符少
敷沼","bjeux
phjeux",piǎo,piu5
颟,U+989F,明合一平桓,母官,muan,mān,mun1；mun4
𫖹,U+2B5B9,精開三入東,子六,ciuk,cù,cuk1
𱂣,U+310A3,"曉開二平肴
疑開四去蕭
疑開四平蕭","許交
五弔
五聊","hrau
ngeuh
ngeu",yáo,jiu4
颢,U+98A2,匣開一上豪,胡老,ghaux,hào,hou6
𱂻,U+310BB,從開三平宵A,昨焦,zieu,qiáo,ciu4
顾,U+987E,見開一去模,古暮,koh,gù,gu3；gwu3
𱂫,U+310AB,"澄開三上侵B
疑開三上鹽B","直稔
魚檢","drimx
ngiemx",yǎn,jim5
𱂤,U+310A4,曉合三去廢,許穢,hyad,huì,fui3
颤,U+98A4,章開三去仙A,之膳,cjenh,chàn；zhàn,zin3
颥,U+98A5,日合三平虞,人朱,njyo,rú,jyu4
𱂸,U+310B8,幫開三平眞A,必鄰,pjin,bīn,ban1
显,U+663E,曉開四上先,呼典,henx,xiǎn,hin2
颦,U+98A6,並開三平眞A,符眞,bjin,pín,pan4
颅,U+9885,來開一平模,落胡,lo,lú,lou4
颞,U+989E,日開三入鹽A,而涉,njep,niè,lip6；nip6
颧,U+98A7,群合三平仙B,巨員,gyen,quán,kyun4
风,U+98CE,"幫開三去東
幫開三平東","方鳳
方戎","piungh
piung",fēng,fung1；fung3
𱃕,U+310D5,曉開二平麻,許加,hra,xiā,haa1
飐,U+98D0,章開三上鹽A,占琰,cjemx,zhǎn,zim2
飑,U+98D1,"並開二平肴
滂開二入江","薄交
匹角","brau
phruk",biāo,biu1；paau4
飒,U+98D2,心開一入覃,蘇合,sop,sà,saap3
𩙥,U+29665,"並合一入桓
幫合三入元","蒲撥
方伐","buat
pyat",bá,bat6
𱃘,U+310D8,來開三入仙A,良辥,liet,liè,lit6
飔,U+98D4,初開三平之,楚持,chri,sī,si1
飏,U+98CF,"以開三去陽
以開三平陽","餘亮
與章","jangh
jang",yáng,joeng4
飖,U+98D6,以開三平宵A,餘昭,jeu,yáo,jiu4
𬱼,U+2CC7C,溪開一上咍,苦亥,khaix,kǎi,hoi2
𩙫,U+2966B,心開一平豪,蘇遭,sau,sōu,sau1
𬳳,U+2CCF3,"並合三去凡
並合三平凡","扶泛
符咸","byamh
byam",fān,faan4
飗,U+98D7,來開三平尤,力求,liu,liú,lau4
𱃟,U+310DF,邪開三入侵A,似入,zsip,xí,zaap6
𮨵,U+2EA35,"來開三去尤
來開三平尤","力救
力求","liuh
liu",liù,lau4
飘,U+98D8,"並開三平宵A
滂開三平宵A","符霄
撫招","bjeu
phjeu",piāo,piu1
𬲅,U+2CC85,來開四平蕭,落蕭,leu,liáo,liu4
𮸼,U+2EE3C,幫開三平宵A,甫遙,pjeu,biāo,biu1
𫗋,U+2B5CB,生開三入臻,所櫛,srit,sè,sat1
𱃝,U+310DD,曉開三平幽,香幽,hy,xiū,haau1
飞,U+98DE,幫合三平微,甫微,pyoi,fēi,fei1
饥,U+9965,"見開三平微
見開三平脂A","居依
居夷","kioi
kjii",jī,gei1
饤,U+9964,端開四去青,丁定,tengh,dìng,ding3
𬲦,U+2CCA6,邪開三去之,祥吏,zsih,sì,zi6
饦,U+9966,透開一入唐,他各,thak,tuō,tok3
饨,U+9968,定合一平魂,徒渾,duon,tún,tan1；tan4
饪,U+996A,日開三上侵A,如甚,njimx,rèn,jam5；jam6
饫,U+996B,影開三去魚,依倨,qioh,yù,jyu3
饬,U+996C,徹開三入蒸,恥力,thrik,chì,cik1；sik1
饭,U+996D,"並合三上元
並合三去元","扶晚
符万","byanx
byanh",fàn,faan2；faan6
饮,U+996E,"影開三上侵B
影開三去侵B","於錦
於禁","qimx
qimh",yìn；yǐn,jam2；jam3
饴,U+9974,以開三平之,與之,ji,yí,ji4；zi6
𫗢,U+2B5E2,"從開一入唐
從開一去模","在各
昨誤","zak
zoh",zuò,zok6
𫗣,U+2B5E3,"並開三入眞A
並開四入先","毗必
蒲結","bjit
bet",bì,bit6
𬲭,U+2CCAD,精開三上麻,兹野,ciax,jiě,ze2
饲,U+9972,邪開三去之,祥吏,zsih,sì,zi6
饱,U+9971,幫開二上肴,博巧,praux,bǎo,baau2
饰,U+9970,書開三入蒸,賞職,sjik,shì,cik1；sik1
𮩜,U+2EA5C,曉開一去泰,呼艾,had,hài,hoi3
饸,U+9978,見開二入咸,古洽,krep,hé,gaap3；hap6
饼,U+997C,幫開三上清,必郢,pjengx,bing；bǐng,beng2；bing2
饷,U+9977,書開三去陽,式亮,sjangh,xiǎng,hoeng2
养,U+517B,"以開三上陽
以開三去陽","餘兩
餘亮","jangx
jangh",yǎng,joeng5；joeng6
饵,U+9975,日開三去之,仍吏,njih,ěr,lei6；nei6
馁,U+9981,泥合一上灰,奴罪,nuaix,něi,leoi5；loi5；neoi5；noi5
饿,U+997F,疑開一去歌,五个,ngah,è,ngo6；o6
𫗦,U+2B5E6,"並開一去模
幫開一平模","薄故
博孤","boh
po",bù,bou1
馂,U+9982,精合三去諄,子峻,cynh,jùn,zeon3
饾,U+997E,定開一去侯,田候,duh,dòu,dau6
𫗧,U+2B5E7,心開一入東,桑谷,suk,sù,cuk1
馄,U+9984,匣合一平魂,戸昆,ghuon,hún,wan4
饯,U+996F,"從開三上仙A
從開三去仙A","慈演
才線","zienx
zienh",jiàn,zin3
𬳂,U+2CCC2,知合三入仙B,陟劣,tryet,zhuì,zeoi3
𬲼,U+2CCBC,影開三入嚴,於業,qiap,yè,jip3
𱃿,U+310FF,定開一平談,徒甘,dam,tán,daam6
𫗠,U+2B5E0,知開三平陽,陟良,triang,zhāng,zoeng1
𫗪,U+2B5EA,"影合三去支B
泥合一上灰","於僞
奴罪","qyeh
nuaix",wèi,wai3
馆,U+9986,見合一去桓,古玩,kuanh,guǎn,gun2；gwun2
𱃽,U+310FD,影開一入登,愛黑,qok,è,ak1
𫗬,U+2B5EC,泥合一上桓,乃管,nuanx,nuǎn,nyun5
𫗥,U+2B5E5,"云合三去文
匣合一平魂","王問
戸昆","yonh
ghuon",yùn,wan6
𫗫,U+2B5EB,匣開一平模,戸吳,gho,hú,wu4
𫗮,U+2B5EE,匣合一平唐,胡光,ghuang,huáng,wong4
𱄄,U+31104,曉合三去廢,許穢,hyad,huì,fui3
𮩝,U+2EA5D,"匣開一入寒
影開一入寒
影開三去祭B
影開二去夬","胡葛
烏葛
於罽
於犗","ghat
qat
qied
qrad",ài,aai3
𱃼,U+310FC,幫合三平文,府文,pyon,fēn,ban1
𬳍,U+2CCCD,定開一平唐,徒郎,dang,táng,tong4
馎,U+998E,幫合一入唐,補各,pak,bó,bok3
饩,U+9969,曉開三去微,許旣,hioih,xì,hei3
馏,U+998F,"來開三去尤
來開三平尤","力救
力求","liuh
liu",liù；liú,lau4；lau6
馌,U+998C,云開三入鹽B,筠輒,iep,yè,jip3
馒,U+9992,明合一平桓,母官,muan,mán,maan4；maan6
𮩛,U+2EA5B,幫開三入眞A,卑吉,pjit,bì,bat1
𱃲,U+310F2,影合三去虞,衣遇,qyoh,yù,jyu3
馑,U+9991,群開三去眞B,渠遴,ginh,jǐn,gan2
馓,U+9993,心開一上寒,蘇旱,sanx,sǎn,saan2
馈,U+9988,群合三去脂B,求位,gyih,kuì,gwai3；gwai6
馔,U+9994,"崇合三去仙B
崇合二上刪","士戀
雛鯇","zryenh
zruanx",zhuàn,syun2；zaan6
𱄆,U+31106,昌開三去之,昌志,chjih,xī,ci3
𮩞,U+2EA5E,影開三去脂B,乙兾,qiih,yì,ji3
饶,U+9976,"日開三去宵A
日開三平宵A","人要
如招","njeuh
njeu",ráo,jiu4
飨,U+98E8,曉開三上陽,許兩,hiangx,xiǎng,hoeng2
𫗴,U+2B5F4,"章開三上仙A
章開三平仙A","旨善
諸延","cjenx
cjen",zhān,zin1
𱄀,U+31100,幫合三平文,府文,pyon,fēn,fan1
𱄈,U+31108,明開一平東,莫紅,mung,méng,mung4
餍,U+990D,"影開三去鹽A
影開三平鹽A","於豔
一鹽","qjemh
qjem",yàn,jim3
馋,U+998B,崇開二平咸,士咸,zrem,chán,caam4
𫗵,U+2B5F5,"書開三上陽
書開三去陽
書開三平陽","書兩
式亮
式羊","sjangx
sjangh
sjang",xiǎng,hoeng2
𫗩,U+2B5E9,來開一平歌,魯何,la,luó,lo4
𱄊,U+3110A,精開一去寒,則旰,canh,zàn,zaan3
𬳟,U+2CCDF,並合三平文,符分,byon,fén,fan4
马,U+9A6C,明開二上麻,莫下,mrax,mǎ,maa1；maa5
驭,U+9A6D,疑開三去魚,牛倨,ngioh,yù,jyu6
冯,U+51AF,"並開三平東
並開三平蒸","房戎
扶冰","biung
bing",féng；píng,fung4；pang4
𫘛,U+2B61B,"匣開一去寒
溪開二平刪","侯旰
丘姦","ghanh
khran",hàn,hon6
𱄽,U+3113D,"來開一入唐
知開二入庚
透開一入唐","盧各
陟格
他各","lak
trak
thak",zhé,tok3
驰,U+9A70,澄開三平支B,直離,drie,chí,ci4
驯,U+9A6F,邪合三平諄,詳遵,zsyn,xùn；xún,ceon4；seon4
𱄼,U+3113C,章合三去虞,之戍,cjyoh,zhù,zyu3
驲,U+9A72,日開三入眞A,人質,njit,rì,jat6
𱅂,U+31142,心開一入覃,蘇合,sop,sà,saap3
𫘜,U+2B61C,明合三平文,無分,myon,wén,man4
驳,U+9A73,幫開二入江,北角,pruk,bó,bok3
𱅀,U+31140,幫開一上豪,博抱,paux,bǎo,bou2
𫘝,U+2B61D,"溪合二去夬
見合四入先","苦夬
古穴","khruad
kuet",jué,kyut3
𬳶,U+2CCF6,見合四平青,古螢,kueng,jiōng,gwing1
𫘟,U+2B61F,"幫合一上戈
滂合一上戈","布火
普火","puax
phuax",pǒ,po2
𩧨,U+299E8,澄開三去尤,直祐,driuh,zhòu,zau6
𱅃,U+31143,群開三上魚,其吕,giox,jù,geoi6
驻,U+9A7B,知合三去虞,中句,tryoh,zhù,zyu3
驽,U+9A7D,泥開一平模,乃都,no,nú,lou4；nou4
驹,U+9A79,見合三平虞,舉朱,kyo,jū,keoi1
𬳵,U+2CCF5,滂開三平脂B,敷悲,phii,pī,pei1
驵,U+9A75,"從開一上模
精開一上唐","徂古
子朗","zox
cangx",zǎng,cong2；zong2；zou2
驾,U+9A7E,見開二去麻,古訝,krah,jià,gaa2；gaa3
𱅇,U+31147,"來開三平眞A
章開三上眞A","力珍
章忍","lin
cjinx",zhěn,can2
骀,U+9A80,"定開一上咍
定開一平咍","徒亥
徒哀","daix
dai",dài；tái,toi4；toi5
驸,U+9A78,並合三去虞,符遇,byoh,fù,fu6
𩧫,U+299EB,"影開一上唐
影開三上陽","烏朗
於兩","qangx
qiangx",yǎng,joeng2
驶,U+9A76,"生開三上之
生開三去之","踈士
踈吏","srix
srih",shǐ,sai2
𱅈,U+31148,"並開三入眞A
並開三入眞B","毗必
房密","bjit
bit",bì,bat6
驼,U+9A7C,定開一平歌,徒河,da,tuo；tuó,to2；to4
𫘞,U+2B61E,定開一平歌,徒河,da,tuó,to4
驷,U+9A77,心開三去脂A,息利,siih,sì,si3
骈,U+9A88,並開四平先,部田,ben,pián,pin4；ping4
𱅏,U+3114F,"定開一上豪
定開一平豪
澄開三上宵B","徒晧
徒刀
治小","daux
dau
drieux",táo,tou4
𫘠,U+2B620,知開三去脂B,陟利,triih,zhì,zi3
𱅉,U+31149,日開三平東,如融,njung,róng,jung4
𩧲,U+299F2,定開一去東,徒弄,dungh,dòng,dung6
𩧴,U+299F4,清合三平仙A,此緣,chyen,quān,cyun1
𬳽,U+2CCFD,生開三平臻,所臻,srin,shēn,san1
𫘡,U+2B621,見合四平青,古螢,kueng,jiōng,gwing1
𱅋,U+3114B,日開三上之,而止,njix,ěr,ji5
骇,U+9A87,匣開二上皆,侯楷,ghraix,hài,haai5；hoi5
𱅐,U+31150,幫開二入江,北角,pruk,bó,bok3
骃,U+9A83,"影開三平眞A
影開三平眞B","於眞
於巾","qjin
qin",yīn,jan1
骆,U+9A86,來開一入唐,盧各,lak,luò,lok3；lok6
𮪢,U+2EAA2,匣開二上皆,侯楷,ghraix,hài,haai5
𩧺,U+299FA,群開三入鍾,渠玉,gyuk,jú,guk6
𱅔,U+31154,"心開一上侯
心開三上鍾","蘇后
息拱","sux
syungx",sǒng,sung2
骎,U+9A8E,"初開三平侵B
清開三平侵A","楚簪
七林","chrim
chim",qīn,cam1
𮪡,U+2EAA1,明開二平江,莫江,mrung,máng,mong4
𬴀,U+2CD00,來開一平唐,魯當,lang,liáng,long4
𫘣,U+2B623,匣開一去寒,侯旰,ghanh,hàn,hon6
𬳿,U+2CCFF,定開一平模,同都,do,tú,tou4
𱅖,U+31156,"曉合四去先
曉合四平先","許縣
火玄","huenh
huen",xuān,hyun1
𱅙,U+31159,透合一去泰,他外,thuad,tuì,teoi3
骏,U+9A8F,精合三去諄,子峻,cynh,jùn,zeon3
𱅗,U+31157,疑開一上歌,五可,ngax,ě,ngo5
骋,U+9A8B,徹開三上清,丑郢,thriengx,chěng,cing2；ping3
骍,U+9A8D,心合三平清,息營,syeng,xīng,sing1
𫘤,U+2B624,"俟開三上之
疑開二上皆","牀史
五駭","zsrix
ngraix",ái,ngoi4
𫘧,U+2B627,來開三入鍾,力玉,lyuk,lù,luk6
骓,U+9A93,章合三平脂A,職追,cjyi,zhuī,zeoi1
𱅚,U+3115A,"書開三上麻
書開三去麻","書冶
始夜","sjax
sjah",shè,se3
